mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
gdb_54982,CC(=O)C1OC11COC1,3.33149,1.04674,1.01723,1.2378,69.37,-0.2563,-0.0351,0.2212,1233.1522,0.132876,-458.931921,-458.922939,-458.921995,-458.966904,31.543
gdb_13121,COCC1COC1=N,3.59541,1.50375,1.12386,1.9151,65.84,-0.2529,0.0213,0.2742,1044.4146,0.141901,-400.979918,-400.971673,-400.970729,-401.013292,29.009
gdb_88090,OC1CC11CCC2CN12,3.18496,1.30207,1.20261,2.0491,78.45,-0.2278,0.0698,0.2977,1119.5627,0.172212,-403.110562,-403.102615,-403.10167,-403.142723,32.05
gdb_101234,CCC(O)C1CC(C)C1,3.56547,0.771,0.69245,1.5206,89.92,-0.2543,0.0722,0.3264,1766.7852,0.227454,-389.492364,-389.481595,-389.480651,-389.528466,40.069
gdb_18403,C1C2COCCCN12,3.28563,2.13313,1.45834,1.5355,71.35,-0.2261,0.0858,0.3119,889.237,0.168376,-365.031576,-365.024761,-365.023817,-365.062182,27.557
gdb_91093,CC1OC2C3CN3CC12,2.89319,1.559,1.43322,1.4808,77.06,-0.2285,0.0682,0.2967,1016.2417,0.173032,-403.110956,-403.103452,-403.102508,-403.14284,30.177
gdb_54346,C1CC(C1)(C#N)C(=O)N,2.07043,1.74261,1.11188,0.6531,73.23,-0.2653,0.0015,0.2668,1103.1925,0.136398,-418.050001,-418.04112,-418.040176,-418.084133,32.596
gdb_37330,O1C2C1C1OC1C1OC21,2.4402,2.43973,1.54937,4.4719,62.97,-0.2784,0.0503,0.3287,844.6525,0.113626,-457.693773,-457.687553,-457.686609,-457.724252,25.178
gdb_118282,OCCC(O)CCC#N,5.31129,0.53505,0.50314,4.5982,76.95,-0.2721,0.0389,0.311,2099.5915,0.168895,-440.296296,-440.285537,-440.284593,-440.333263,37.409
gdb_120785,OCCN1CC1C1CO1,4.21624,0.84861,0.79161,3.5183,76.35,-0.239,0.078,0.317,1481.6378,0.17037,-440.217911,-440.208771,-440.207827,-440.252617,33.518
gdb_16063,CC1C2OCC12CO,3.11636,1.67021,1.37582,1.6161,67.62,-0.2356,0.0642,0.2998,965.9859,0.153146,-384.888667,-384.880477,-384.879533,-384.921322,30.282
gdb_51357,O=COC1C2C3OC2C13,6.93151,0.8761,0.85998,3.1785,66.84,-0.2487,0.0022,0.2509,1292.1298,0.111407,-457.67847,-457.67125,-457.670306,-457.711419,26.601
gdb_81122,OC1C2OC1(C=C2)C#N,2.64732,1.76656,1.29597,4.8145,66.99,-0.2661,-0.0253,0.2408,950.2053,0.10039,-436.635084,-436.627775,-436.626831,-436.666695,28.298
gdb_34806,N#CC1C2CC1N1CC21,4.19239,1.31072,1.24218,3.5484,76.54,-0.2497,0.027,0.2767,1024.1765,0.139069,-380.823319,-380.816673,-380.815729,-380.854206,27.268
gdb_1177,CCC(C)(O)C#C,4.01944,1.84116,1.71261,1.1577,65.99,-0.2629,0.0382,0.3012,834.2194,0.144853,-309.689486,-309.680724,-309.679779,-309.721766,32.264
gdb_129509,c1(=O)[nH]nnn1C(=O)N,2.95393,1.65914,1.06241,3.7107,57.81,-0.2694,-0.0509,0.2185,1005.4489,0.078145,-502.153698,-502.145835,-502.144891,-502.186855,27.613
gdb_110381,OCC1C2C3OCC3N12,2.65596,1.66995,1.37857,1.3835,70.51,-0.2324,0.0423,0.2747,986.9101,0.148669,-438.977133,-438.969522,-438.968578,-439.009163,29.76
gdb_15147,O=COCCC1CO1,7.36393,0.75465,0.74198,3.9076,62.95,-0.2784,0.007,0.2855,1474.9179,0.128833,-420.871272,-420.862829,-420.861885,-420.906044,28.366
gdb_2725,CCCOCCO,8.01396,0.96114,0.90219,2.249,65.31,-0.2596,0.0845,0.3441,1311.4578,0.170138,-348.047609,-348.038588,-348.037644,-348.081975,30.883
gdb_45489,O=C1CN2CCC3C2C13,2.95794,1.71083,1.50829,2.765,74.19,-0.2197,-0.0167,0.2029,937.1419,0.151043,-401.956516,-401.949862,-401.948917,-401.987588,27.308
gdb_58333,CC(O)C(C)OCC=O,2.69927,0.80991,0.71611,2.0135,76.15,-0.262,-0.0336,0.2284,1641.6218,0.177643,-461.364017,-461.352828,-461.351884,-461.40177,38.784
gdb_22596,CC1C2CC1(O)C2=NO,2.8227,1.22695,1.04665,0.741,77.06,-0.2382,0.0311,0.2693,1204.2793,0.145692,-438.983265,-438.974178,-438.973234,-439.016816,34.192
gdb_92150,CC1OC2CC3C1C23C,2.88976,1.4889,1.42187,1.601,81.82,-0.231,0.0908,0.3218,1065.1893,0.18343,-387.074697,-387.066562,-387.065617,-387.106841,32.519
gdb_70002,OC12CC1C1CCC2O1,2.9471,1.68783,1.5808,2.4938,72.56,-0.2455,0.0764,0.3219,938.5265,0.161912,-423.007891,-423.000974,-423.00003,-423.038636,29.547
gdb_125158,CC1=C2C(O)CN2N=C1,2.65958,1.54464,1.03275,1.3652,76.54,-0.2331,0.0163,0.2495,1140.4122,0.137221,-417.9899,-417.981654,-417.980709,-418.023541,30.027
gdb_110805,CCC1C2NC(C#N)C12,2.38364,1.34354,1.04233,4.7371,79.5,-0.2361,0.0146,0.2507,1217.7085,0.159988,-382.0339,-382.02522,-382.024276,-382.067643,32.505
gdb_118423,CCC(COC)C(C)=O,1.99862,0.99781,0.78019,2.2116,83.54,-0.2426,-0.0135,0.2291,1609.6474,0.201888,-425.442986,-425.431345,-425.430401,-425.481342,39.922
gdb_86576,CC1CN(C1C)C(N)=O,2.95602,1.17483,0.92341,3.8185,80.22,-0.2282,0.0608,0.289,1320.7183,0.182279,-420.443547,-420.433523,-420.432579,-420.478945,36.635
gdb_16109,C#CC12CC1OCO2,4.61495,1.72507,1.50926,1.0948,63.91,-0.2299,0.0264,0.2563,836.8719,0.106299,-382.472927,-382.46607,-382.465126,-382.503781,26.269
gdb_44690,N=C1CC2CC(=O)C2O1,3.2893,1.36875,1.14731,3.2387,70.28,-0.2453,-0.0463,0.199,1063.2672,0.12498,-437.908474,-437.901053,-437.900109,-437.941253,28.085
gdb_72235,CC12OC3CCC1(O)C23,2.47916,1.96166,1.36042,0.725,74.29,-0.2125,0.0665,0.279,991.5529,0.159333,-422.997954,-422.99003,-422.989086,-423.029725,31.888
gdb_17261,CC12CC(O1)C21CN1,3.22736,2.09108,1.77822,1.8307,68.85,-0.2375,0.0675,0.305,823.9798,0.141582,-363.7627,-363.75549,-363.754545,-363.793713,28.236
gdb_9059,OC(CCC#N)C#C,5.14605,0.90149,0.80057,3.8506,68.07,-0.2825,0.015,0.2974,1337.9203,0.116676,-362.639315,-362.630431,-362.629487,-362.673288,31.173
gdb_16212,O=C1CNCC11CO1,3.10599,2.28526,1.50117,2.1669,61.02,-0.2247,-0.0414,0.1832,827.5486,0.11961,-399.784218,-399.77725,-399.776306,-399.815635,25.956
gdb_28237,c1c2c(oc1N)OCO2,5.00062,1.26613,1.02612,0.9248,65.49,-0.1783,0.0193,0.1976,1084.3752,0.101972,-473.79985,-473.792496,-473.791552,-473.83167,27.577
gdb_69241,CC12CC1C(=O)NC=N2,2.88954,1.57379,1.20803,1.6027,74.81,-0.2385,-0.014,0.2245,1042.1272,0.137836,-418.055797,-418.048175,-418.047231,-418.087639,29.938
gdb_26488,CC1(CO1)C1=NC=CO1,3.71202,1.32109,1.07395,2.2248,71.11,-0.2432,-0.0097,0.2335,1107.6716,0.124294,-437.896647,-437.88883,-437.887886,-437.929746,28.91
gdb_29052,c1cnc(=O)c(cn1)N,2.77541,1.7647,1.07878,3.3679,82.36,-0.2283,-0.0922,0.1361,1026.3812,0.102667,-432.898499,-432.891155,-432.89021,-432.931146,27.637
gdb_15787,CC(CC=O)C1CO1,4.54179,1.04722,0.9115,2.9231,68.98,-0.2508,-0.0226,0.2283,1249.0722,0.151068,-384.928868,-384.919886,-384.918942,-384.963505,31.158
gdb_72772,OC12CCC1=CC1CC21,2.76091,1.71126,1.46124,1.2627,81.01,-0.2289,0.0088,0.2377,980.5249,0.160681,-385.856022,-385.84866,-385.847716,-385.887239,30.755
gdb_76206,CC1(C)CC(C)(O)C1O,2.257,1.35593,1.22559,2.6022,81.48,-0.2405,0.0595,0.2999,1210.1014,0.202321,-425.430372,-425.419724,-425.41878,-425.464769,40.987
gdb_102480,CNC(=O)C(CO)CO,2.82847,0.90614,0.77626,2.1749,73.21,-0.2423,0.0275,0.2698,1522.857,0.169537,-477.443846,-477.432941,-477.431997,-477.481151,37.663
gdb_50692,O=CC1CCCC2CC12,2.89567,1.24856,0.97472,3.0134,82.35,-0.2384,-0.0167,0.2218,1248.4245,0.184326,-387.105249,-387.096902,-387.095958,-387.138733,32.2
gdb_119972,CCCC1C(C)C1CC,2.75488,0.76683,0.71011,0.0444,96.96,-0.2559,0.0776,0.3335,1831.696,0.250682,-353.559116,-353.547531,-353.546586,-353.596491,42.134
gdb_51142,N=C1OC2CC12OC=O,3.23179,1.24112,0.98424,3.9358,64.6,-0.2813,-0.0118,0.2696,1139.5129,0.099218,-473.797546,-473.789666,-473.788721,-473.831067,28.241
gdb_52322,C1COC(O1)CCC=O,5.6472,0.6766,0.63206,3.8686,73.53,-0.2488,-0.0191,0.2297,1726.197,0.158133,-460.172803,-460.163474,-460.16253,-460.20917,31.856
gdb_81526,CC1(C=O)C2CC1C2O,2.27676,1.89009,1.23378,3.9448,76.48,-0.2313,-0.0002,0.2311,1044.137,0.157844,-422.974383,-422.965913,-422.964969,-423.006998,33.043
gdb_36603,N#CCCC12CN(C1)C2,5.35028,0.75371,0.74081,2.297,80.68,-0.241,0.0318,0.2728,1535.6579,0.160588,-382.007951,-381.999662,-381.998718,-382.041851,30.915
gdb_118140,COCC(O)C1OC1C,3.52896,0.77679,0.72045,1.1576,76.7,-0.262,0.0725,0.3345,1665.7121,0.179566,-461.328687,-461.318126,-461.317182,-461.365282,37.212
gdb_22948,ON=C1COC1CC#N,4.32887,0.85139,0.73866,5.0726,70.57,-0.2681,-0.025,0.2431,1437.4155,0.111065,-453.886676,-453.877917,-453.876973,-453.921093,30.691
gdb_99750,CCN(C(C)C)C(=O)N,1.84961,1.39039,1.00048,3.5338,83.09,-0.2271,0.0627,0.2898,1341.5695,0.204598,-421.655075,-421.644061,-421.643117,-421.69113,40.572
gdb_32954,COCc1cnc([nH]1)O,3.72186,0.9621,0.88193,0.9596,71.45,-0.2064,0.035,0.2414,1339.8241,0.136826,-455.174714,-455.165969,-455.165025,-455.208921,31.607
gdb_35429,N#CC1CC2CC(C1)O2,3.20577,1.37398,1.31813,2.3196,73.98,-0.2546,0.0301,0.2847,1026.1272,0.150735,-401.957133,-401.949902,-401.948958,-401.98882,28.628
gdb_8454,CC12CC(C1)C(O)C2,3.81369,1.73706,1.56845,1.3408,74.5,-0.256,0.0831,0.3391,912.6234,0.178438,-349.001471,-348.994,-348.993056,-349.03253,30.381
gdb_83451,OC1C2CCC12CC#N,2.89731,1.16437,1.03976,3.0765,75.92,-0.26,0.0278,0.2878,1204.0062,0.147747,-401.931083,-401.9225,-401.921555,-401.964762,32.12
gdb_13454,CCCC1C(C)N1C,3.33782,1.10348,0.99742,1.3558,82.48,-0.2097,0.0776,0.2873,1331.3844,0.210321,-330.303491,-330.293353,-330.292409,-330.338718,36.446
gdb_122304,CCOCC12CC1CO2,3.07036,1.11812,0.99259,1.6428,79.58,-0.2377,0.0681,0.3058,1299.9265,0.181284,-424.171226,-424.161962,-424.161018,-424.206329,34.202
gdb_14467,OC12CC3CC1C2O3,3.84653,2.1624,2.12511,0.7075,62.07,-0.2197,0.0746,0.2942,723.076,0.132846,-383.729384,-383.723467,-383.722523,-383.758939,24.947
gdb_82325,OC1C2(CC2)CN2CC12,2.55037,1.73691,1.29975,1.2459,77.78,-0.2277,0.0618,0.2895,1035.1959,0.172289,-403.108965,-403.100945,-403.100001,-403.141185,32.103
gdb_39701,C1CC11C2C3C4C2C1N34,4.28059,1.55402,1.50724,1.7912,78.44,-0.2248,0.0817,0.3065,930.5192,0.149593,-364.701166,-364.694854,-364.693909,-364.731564,26.912
gdb_125997,CC1CN2N=CN=C2N1,3.92336,1.42546,1.19356,4.4369,73.12,-0.2155,0.0311,0.2466,1043.5191,0.140361,-414.216516,-414.209285,-414.208341,-414.248358,27.678
gdb_100503,COC(C)C(=O)C#CC,1.98457,1.05368,0.90214,2.7944,82.6,-0.2412,-0.0515,0.1897,1460.0997,0.15475,-423.009587,-422.998362,-422.997417,-423.048057,37.368
gdb_43422,N=C1NC(=N)C(=O)C=C1,3.14233,1.49902,1.01488,3.632,77.92,-0.2512,-0.1113,0.1399,1078.8145,0.103903,-432.919637,-432.912435,-432.91149,-432.951533,27.432
gdb_40126,C1CC11OC=NC2CC12,3.01749,1.66961,1.30077,2.0719,76.69,-0.224,0.0209,0.2449,1004.0399,0.149258,-401.93034,-401.923077,-401.922133,-401.962149,29.222
gdb_121932,CCCCC(C)N1CC1,2.74352,0.77763,0.63394,0.9445,94.01,-0.229,0.0894,0.3184,1885.7365,0.239187,-369.594731,-369.583707,-369.582763,-369.631373,40.482
gdb_67362,OC12C3NC1C3NC2=O,3.03427,1.93332,1.36581,4.1139,65.22,-0.2477,-0.0013,0.2464,894.4684,0.114256,-453.900706,-453.893966,-453.893021,-453.931487,27.416
gdb_78607,CC1C2C3N(C)C2C13C,3.04292,1.41807,1.16976,1.2801,87.23,-0.2022,0.089,0.2912,1165.7858,0.192594,-367.120418,-367.111344,-367.110399,-367.153535,35.24
gdb_59340,CC(C)C1CN(C)C1=O,2.8631,1.10792,0.85373,3.3967,84.95,-0.2405,0.0379,0.2784,1430.2832,0.192979,-404.385125,-404.374789,-404.373845,-404.420573,37.044
gdb_63848,CC1(O)CC2CC(C1)O2,2.84021,1.40387,1.39489,2.6232,77.0,-0.2377,0.0739,0.3115,1065.1891,0.183555,-424.219147,-424.211036,-424.210092,-424.251192,33.301
gdb_114163,OCC1CC2(OC12)C#C,5.16027,0.90359,0.83599,1.1346,76.92,-0.2443,0.019,0.2633,1359.8675,0.133561,-421.743552,-421.734714,-421.73377,-421.777223,32.917
gdb_85538,CC1OC(=O)CN2CC12,2.39445,1.74924,1.17672,3.6031,71.9,-0.237,0.007,0.2439,1065.7643,0.148397,-439.099082,-439.091145,-439.0902,-439.131563,30.453
gdb_49546,O=CC1C2OC1C2C=O,2.78323,1.27699,0.97903,3.5967,66.94,-0.2443,-0.0525,0.1919,1159.8888,0.110059,-457.692362,-457.684411,-457.683467,-457.725695,28.491
gdb_69849,CC12CN1C1CC2(O)C1,2.24879,2.0996,1.53016,1.9351,77.82,-0.2254,0.0688,0.2942,962.7589,0.171832,-403.096145,-403.088398,-403.087454,-403.127574,32.385
gdb_121841,CCCOC(C)(C)CO,3.67175,0.68614,0.672,0.4501,86.28,-0.2451,0.0717,0.3167,1852.3637,0.224876,-426.626734,-426.614636,-426.613692,-426.664584,43.177
gdb_88531,CC1NC1C12CC(C1)O2,3.28305,1.2763,1.14122,1.6027,79.64,-0.2304,0.07,0.3004,1156.4531,0.170876,-403.052636,-403.044286,-403.043342,-403.086566,32.153
gdb_84167,CC1N=C(N)COC1=O,2.80493,1.41308,1.08452,4.6721,71.02,-0.2387,0.0071,0.2459,1121.9774,0.136839,-455.192988,-455.184447,-455.183503,-455.226345,31.822
gdb_130863,O=CC1=CC(=O)NN=N1,4.06094,1.18191,0.91547,1.926,66.46,-0.269,-0.114,0.1551,1141.3297,0.077897,-468.809266,-468.802132,-468.801188,-468.841427,25.569
gdb_3251,C1NC11CC2NC12,6.01815,2.34729,2.11789,2.1715,61.24,-0.23,0.075,0.3049,656.0406,0.126762,-304.6143,-304.608457,-304.607513,-304.643672,23.127
gdb_39159,C1C2CCC3=CCOC123,3.01918,1.75981,1.29261,1.5169,82.4,-0.2046,0.0207,0.2253,1009.8087,0.161618,-385.887714,-385.880612,-385.879668,-385.919013,29.11
gdb_1330,CC1(C)NC1C=O,4.71336,1.71849,1.60428,3.3484,62.67,-0.2452,-0.0254,0.2198,835.2934,0.134951,-325.768959,-325.761205,-325.760261,-325.8006,28.058
gdb_54303,CC(=O)C1(CC1)C1CN1,2.49901,1.4177,1.0358,1.3946,78.96,-0.2398,-0.015,0.2247,1196.6752,0.169924,-403.127701,-403.118468,-403.117524,-403.162295,34.447
gdb_26176,Cc1cc(oc1)C(C)C,3.97532,0.91648,0.89387,0.5998,86.86,-0.2071,0.0291,0.2362,1458.4322,0.181636,-387.13942,-387.129704,-387.12876,-387.174242,35.773
gdb_2534,CCC(OC)C#N,3.28303,2.10888,1.3627,3.3389,61.7,-0.2858,0.0187,0.3045,893.1407,0.135096,-325.784144,-325.77574,-325.774796,-325.816962,28.68
gdb_35312,N#CC1CC2(NC12)C#N,5.89448,0.96077,0.90456,2.2724,72.93,-0.2767,-0.0195,0.2572,1215.0862,0.102124,-395.706908,-395.699279,-395.698335,-395.73937,28.01
gdb_63294,CC1(O)CC(=O)C1C#C,1.92349,1.65479,1.10504,3.3109,75.3,-0.2395,-0.0258,0.2137,1135.8534,0.131672,-421.799933,-421.790558,-421.789614,-421.833872,35.226
gdb_39481,C1C2COCOC=NC12,2.59306,1.79981,1.1921,1.0329,72.79,-0.2426,-0.005,0.2376,1030.475,0.149448,-439.058213,-439.050781,-439.049837,-439.089931,29.293
gdb_39273,C1C2OCC3OCC12O3,2.58763,2.26513,1.59844,1.1908,66.95,-0.2429,0.0744,0.3173,863.5,0.138178,-458.922145,-458.915718,-458.914773,-458.952621,26.723
gdb_54837,CC12OCC1C2C(N)=O,2.66697,1.43926,1.13378,3.8202,73.06,-0.2304,0.0241,0.2545,1123.0103,0.146846,-439.078458,-439.069586,-439.068641,-439.112695,33.142
gdb_99255,OCC(=[NH2+])NCC([O-])=O,4.65364,0.69114,0.61306,6.6431,68.37,-0.2473,0.0019,0.2493,1713.0862,0.134839,-492.321561,-492.311767,-492.310823,-492.357469,34.515
gdb_71674,OC12CC3C4C(OC13)C24,2.81801,2.07618,1.81442,1.7483,68.83,-0.2328,0.0722,0.305,830.2294,0.138624,-421.799318,-421.793208,-421.792264,-421.82934,26.602
gdb_65238,CC1(CO1)C1COC1=N,2.90572,1.23311,1.11166,0.7706,72.51,-0.2664,0.0187,0.2852,1157.398,0.146832,-439.062212,-439.053598,-439.052653,-439.096173,31.795
gdb_17156,N#CC12NC3C1OC23,4.34538,2.01158,1.62339,4.0544,59.31,-0.2675,-0.0119,0.2556,751.1512,0.084247,-377.404679,-377.398826,-377.397881,-377.4347,22.442
gdb_59523,CC(O)C1CC2(C)OC12,3.7505,1.00887,0.88799,3.0702,79.07,-0.2438,0.0698,0.3136,1384.4861,0.180124,-424.19645,-424.186805,-424.185861,-424.230692,36.387
gdb_101067,COC(C)C1(CC1)C#C,2.57965,1.20385,0.96548,1.0831,85.92,-0.2389,0.052,0.2909,1315.0201,0.179247,-387.037355,-387.027012,-387.026068,-387.072592,38.293
gdb_56669,CC(C#C)C1(O)COC1,2.48511,1.28246,1.11627,0.8999,76.57,-0.2541,0.0472,0.3013,1184.9698,0.1561,-422.966367,-422.956641,-422.955697,-423.000767,36.031
gdb_14187,CC12NC3C1OC23C,2.85093,2.24563,2.08832,1.7029,68.12,-0.2309,0.0689,0.2998,792.117,0.140942,-363.762078,-363.754752,-363.753808,-363.793092,28.55
gdb_63278,CC1(C)OC(=N)C11CC1,2.08844,1.68365,1.28873,2.959,80.84,-0.2512,0.0301,0.2813,1106.1844,0.169305,-403.152283,-403.14311,-403.142166,-403.185688,35.148
gdb_46297,N=C1OCC11COC=N1,3.3027,1.38531,1.26212,2.639,66.79,-0.2617,0.0014,0.2631,1007.9572,0.114321,-453.948394,-453.941139,-453.940195,-453.980662,26.769
gdb_100078,CC(C)(CO)NC(=O)N,3.21563,0.93345,0.86525,3.3165,75.45,-0.2462,0.0529,0.2991,1418.3683,0.180818,-457.584841,-457.574045,-457.573101,-457.620145,40.189
gdb_24770,c1cn2c(n1)C=CC2=O,3.51575,1.81046,1.19506,0.7483,72.74,-0.2318,-0.0994,0.1324,930.0069,0.092455,-415.675326,-415.669151,-415.668207,-415.705984,23.97
gdb_32933,CCOc1cnc(o1)C,4.5091,0.89336,0.77068,2.7083,76.75,-0.2133,0.0172,0.2306,1504.0224,0.146552,-439.122413,-439.113155,-439.112211,-439.157853,32.378
gdb_24903,N=C1CC2=C(N1)C=CO2,4.91346,1.29909,1.03588,2.8097,73.7,-0.194,0.0019,0.1959,1079.0325,0.115407,-416.833386,-416.826511,-416.825567,-416.864632,27.117
gdb_19725,C1OC2CC1C1NC21,3.93841,2.33819,2.16691,1.5099,65.83,-0.2346,0.0793,0.3139,711.0528,0.146649,-363.835483,-363.829957,-363.829013,-363.864719,23.769
gdb_30505,CN=C1NC=CN=C1O,3.08814,1.50572,1.01859,1.7207,80.7,-0.1877,-0.0333,0.1543,1120.0898,0.125964,-434.101349,-434.093236,-434.092292,-434.134236,30.363
gdb_14254,CC1OC2C1OC2=N,4.0395,1.80816,1.66289,3.0683,62.38,-0.2605,0.0041,0.2646,824.8696,0.119021,-399.769577,-399.762727,-399.761783,-399.800659,25.805
gdb_103431,CCC1(O)C2NC2C1O,2.34699,1.50347,1.27925,1.3449,73.99,-0.2343,0.0667,0.301,1101.22,0.170109,-440.236977,-440.2279,-440.226955,-440.270249,35.347
gdb_33153,CCCn1cc(nc1)N,4.90437,0.78604,0.7168,3.2836,83.19,-0.1806,0.0398,0.2204,1628.4068,0.172508,-399.371079,-399.361668,-399.360724,-399.406003,34.46
gdb_60937,CN(C=O)C1C2CC1C2,3.59497,1.13009,1.00281,3.8529,80.87,-0.2397,0.0306,0.2703,1240.5763,0.171917,-403.118177,-403.109734,-403.10879,-403.15189,31.629
gdb_117775,CCCC(O)(CC)C#N,2.52747,0.97164,0.84225,4.6351,82.77,-0.2881,0.023,0.3111,1522.1984,0.191109,-404.372602,-404.361388,-404.360444,-404.408879,40.127
gdb_57490,CC(C)(O)C1CCOC1,2.86347,1.14917,1.01485,2.1813,80.63,-0.2431,0.0553,0.2984,1299.1627,0.205096,-425.436317,-425.426392,-425.425447,-425.471151,37.683
gdb_54321,NC(=O)C1(CO1)C1CO1,2.7718,1.43915,1.06333,1.923,64.43,-0.2521,0.0086,0.2607,1104.0633,0.123015,-475.005561,-474.99697,-474.996026,-475.03929,31.449
gdb_123513,c1cc2ncnnn2c1,4.11882,1.81354,1.25913,2.1608,76.85,-0.2293,-0.0887,0.1406,894.8639,0.092592,-411.793547,-411.787745,-411.786801,-411.823609,23.257
gdb_130535,c1cnc-2onncc12,3.78476,1.63713,1.1428,4.1808,77.85,-0.2507,-0.1276,0.1231,953.8145,0.074446,-431.613869,-431.607826,-431.606882,-431.644077,24.601
gdb_33622,N#CC12C3C4C3C1NC24,3.5132,1.64658,1.44425,5.2572,73.01,-0.2574,0.0118,0.2692,902.4024,0.115342,-379.597177,-379.591015,-379.590071,-379.627682,25.252
gdb_106318,CCC12CC(C)C1C2O,2.79232,1.15968,1.01625,1.6118,86.22,-0.2362,0.0698,0.306,1329.0176,0.20471,-388.268218,-388.258313,-388.257369,-388.302586,37.739
gdb_86800,OC1CC(CC#C)C=C1,4.80154,0.82576,0.75209,1.0282,83.24,-0.2476,0.0097,0.2573,1498.5688,0.158434,-385.865299,-385.85626,-385.855316,-385.899595,34.17
gdb_64340,CC1(CNCC(=O)O1)C,2.39552,1.4745,1.16236,4.024,75.15,-0.2253,0.017,0.2422,1146.3248,0.170896,-440.326312,-440.317299,-440.316355,-440.359907,34.453
gdb_14275,C1C2CC1OCOC2,2.96432,2.62478,1.87413,1.9741,66.6,-0.25,0.0785,0.3285,774.8023,0.157073,-384.923139,-384.916898,-384.915954,-384.953095,25.814
gdb_64077,CC1(C=CC(=O)CN1)C,3.23433,1.19335,1.08412,4.0021,82.95,-0.2238,-0.0485,0.1753,1203.8739,0.170948,-403.17729,-403.168474,-403.16753,-403.210327,34.44
gdb_15725,COC1OCCC1C,2.64063,2.0173,1.34666,0.618,71.08,-0.2539,0.086,0.3399,994.5766,0.177308,-386.151082,-386.142433,-386.141489,-386.184301,31.321
gdb_102578,COC(CO)C1CC1C,1.98702,1.25284,0.99431,2.4114,81.88,-0.2557,0.0707,0.3265,1349.5218,0.204323,-425.39539,-425.384852,-425.383908,-425.431055,38.617
gdb_79735,CC12CC3CN3C1C2O,2.45193,1.7334,1.37612,1.1013,77.84,-0.2187,0.0667,0.2854,1031.587,0.171884,-403.10086,-403.09278,-403.091835,-403.132825,32.587
gdb_57460,CC(C)(C)C1CC=CC1,2.78985,1.16358,1.02529,0.1415,92.83,-0.2331,0.0323,0.2654,1332.3381,0.228684,-352.379323,-352.369456,-352.368512,-352.413399,38.875
gdb_14400,CC12CC3OC1CC23,3.33231,2.54411,2.03571,1.6855,70.75,-0.2362,0.0959,0.3321,755.191,0.155507,-347.767245,-347.760949,-347.760005,-347.797142,26.333
gdb_6058,CC(=O)C#CC(=O)N,5.3725,0.84272,0.79366,3.2733,67.12,-0.2707,-0.0691,0.2016,1392.6312,0.092732,-398.617286,-398.608188,-398.607244,-398.652687,30.0
gdb_127720,Cc1c(n(nn1)C)C#N,2.07048,1.91996,1.00878,1.1274,75.88,-0.2702,-0.053,0.2172,1120.0738,0.11284,-413.013873,-413.005081,-413.004137,-413.04866,29.832
gdb_26943,Cc1c(cco1)N2CC2,3.00019,1.34375,1.00689,1.2802,80.39,-0.2065,0.024,0.2305,1193.2905,0.147797,-401.945684,-401.937401,-401.936457,-401.979086,30.985
gdb_79558,OC1C2C3CC3(C#N)C12,2.51144,1.78326,1.259,4.068,73.48,-0.2745,0.0196,0.2941,992.0347,0.125016,-400.712525,-400.704957,-400.704012,-400.744497,29.354
gdb_60727,NC(=N)C(=O)C(O)C=O,2.8448,1.14654,0.93883,4.6456,65.62,-0.2581,-0.0729,0.1853,1227.5883,0.110192,-491.10522,-491.095853,-491.094909,-491.139862,33.328
gdb_199,c1c([nH]cn1)O,9.43187,3.67479,2.64447,2.938,43.45,-0.2022,0.0448,0.247,453.0651,0.075256,-301.377995,-301.372972,-301.372028,-301.40609,18.316
gdb_114106,COC1CC2(C)OCC12,3.28646,1.18317,1.02749,2.1223,79.01,-0.2358,0.0753,0.3111,1257.3434,0.181192,-424.1881,-424.178958,-424.178014,-424.222031,34.275
gdb_108179,CCC12CCC(O1)C=C2,3.08272,1.46721,1.31037,1.4358,81.74,-0.2424,0.0142,0.2566,1086.8692,0.18415,-387.101739,-387.093781,-387.092837,-387.133916,32.201
gdb_11850,C1CC12CN(C2)C=O,6.52374,1.15728,1.0822,4.2784,71.71,-0.2392,0.026,0.2653,1100.4521,0.142278,-363.854438,-363.846654,-363.84571,-363.888249,27.934
gdb_130017,c12c(nc([nH]1)N)n[nH]n2,5.48234,1.35057,1.08543,4.0868,67.38,-0.2131,-0.0061,0.2069,1008.3362,0.093905,-445.117542,-445.110728,-445.109784,-445.148426,26.287
gdb_41154,C1CC23CC(COC12)O3,2.85644,1.96502,1.47201,1.9711,74.59,-0.2301,0.0707,0.3009,936.0978,0.161524,-422.986207,-422.97938,-422.978435,-423.017077,28.455
gdb_118642,CCCC(CCC)C#N,2.78271,0.71124,0.59393,3.7872,90.75,-0.3077,0.0356,0.3433,1987.2695,0.215972,-368.450438,-368.439091,-368.438147,-368.487823,39.982
gdb_62107,CC(CCC=O)C1CC1,3.69485,0.65757,0.58709,2.8688,87.61,-0.247,-0.0185,0.2285,1908.3625,0.203437,-388.293814,-388.283275,-388.282331,-388.330675,37.763
gdb_81478,OC1C2OC1C1CC2C1,3.48365,1.55797,1.49747,1.6318,73.16,-0.2519,0.0649,0.3168,952.4329,0.162984,-422.962032,-422.955667,-422.954723,-422.992309,28.064
